locationid	dateforecastfor	dateforecastmade	maxtemp	mintemp	tempunit	conditions	conditionsicon
Midlothian	2018-05-17	2018-05-15	15	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-05-18	2018-05-15	17	6	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
EastLothian	2018-05-16	2018-05-15	12	5	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-05-17	2018-05-15	13	5	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-05-18	2018-05-15	16	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-05-19	2018-05-19	23	11	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2018-05-20	2018-05-20	20	10	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2018-05-21	2018-05-21	23	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-05-19	2018-05-18	18	10	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-05-20	2018-05-18	17	9	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
WestLothian	2018-05-21	2018-05-18	19	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-05-19	2018-05-18	18	10	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-05-20	2018-05-18	18	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-05-21	2018-05-18	19	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-05-19	2018-05-18	19	12	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-05-20	2018-05-18	18	10	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
EastLothian	2018-05-21	2018-05-18	16	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-05-19	2018-05-18	19	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-05-20	2018-05-18	18	9	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Fife	2018-05-21	2018-05-18	17	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-05-22	2018-05-22	12	7	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2018-05-23	2018-05-23	12	5	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-05-24	2018-05-24	12	6	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
WestLothian	2018-05-22	2018-05-21	14	7	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
WestLothian	2018-05-23	2018-05-21	17	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-05-24	2018-05-21	19	6	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-05-22	2018-05-21	13	7	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Midlothian	2018-05-23	2018-05-21	17	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-05-24	2018-05-21	19	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-05-22	2018-05-21	12	8	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
EastLothian	2018-05-23	2018-05-21	14	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-05-24	2018-05-21	16	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-05-22	2018-05-21	14	8	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Fife	2018-05-23	2018-05-21	14	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-05-24	2018-05-21	17	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-05-25	2018-05-25	16	8	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2018-05-27	2018-05-27	11	7	C	Fog	http://icons.wxug.com/i/c/k/fog.gif
Edinburgh	2018-05-26	2018-05-26	13	8	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
WestLothian	2018-05-25	2018-05-24	17	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-05-26	2018-05-24	19	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-05-27	2018-05-24	19	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-05-25	2018-05-24	16	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-05-26	2018-05-24	18	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-05-27	2018-05-24	19	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-05-25	2018-05-24	14	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-05-26	2018-05-24	14	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-05-27	2018-05-24	14	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-05-25	2018-05-24	18	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-05-26	2018-05-24	17	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-05-27	2018-05-24	16	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-05-31	2018-05-31	18	11	C	Fog	http://icons.wxug.com/i/c/k/fog.gif
Edinburgh	2018-05-28	2018-05-28	20	9	C	Fog	http://icons.wxug.com/i/c/k/fog.gif
Edinburgh	2018-05-29	2018-05-29	15	9	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2018-05-30	2018-05-30	16	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-05-28	2018-05-27	22	10	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-05-29	2018-05-27	17	8	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
WestLothian	2018-05-30	2018-05-27	19	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-05-28	2018-05-27	22	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-05-29	2018-05-27	17	8	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Midlothian	2018-05-30	2018-05-27	17	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-05-28	2018-05-27	17	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-05-29	2018-05-27	14	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-05-30	2018-05-27	14	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-05-28	2018-05-27	19	10	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-05-29	2018-05-27	16	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-05-30	2018-05-27	17	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-06-01	2018-06-01	21	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-06-02	2018-06-02	22	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-05-31	2018-05-30	21	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-06-01	2018-05-30	22	12	C	Thunderstorm	http://icons.wxug.com/i/c/k/tstorms.gif
WestLothian	2018-06-02	2018-05-30	22	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-05-31	2018-05-30	20	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-06-01	2018-05-30	21	12	C	Thunderstorm	http://icons.wxug.com/i/c/k/tstorms.gif
Midlothian	2018-06-02	2018-05-30	21	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-05-31	2018-05-30	17	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-06-01	2018-05-30	17	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-06-02	2018-05-30	18	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-05-31	2018-05-30	17	11	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Fife	2018-06-01	2018-05-30	18	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-06-02	2018-05-30	20	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-06-03	2018-06-03	16	12	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2018-06-04	2018-06-04	13	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-06-05	2018-06-05	16	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-06-03	2018-06-02	18	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-06-04	2018-06-02	18	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-06-05	2018-06-02	18	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-06-03	2018-06-02	17	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-06-04	2018-06-02	17	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-06-05	2018-06-02	16	6	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-06-06	2018-06-06	17	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-06-07	2018-06-07	17	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-06-09	2018-06-09	17	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-06-08	2018-06-08	16	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-06-06	2018-06-05	16	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-06-07	2018-06-05	18	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-06-08	2018-06-05	17	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-06-06	2018-06-05	14	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-06-07	2018-06-05	16	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-06-08	2018-06-05	16	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-06-10	2018-06-10	20	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-06-11	2018-06-11	15	11	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
WestLothian	2018-06-09	2018-06-08	19	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
WestLothian	2018-06-10	2018-06-08	21	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-06-11	2018-06-08	19	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-06-09	2018-06-08	18	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Midlothian	2018-06-10	2018-06-08	19	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-06-11	2018-06-08	17	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-06-09	2018-06-08	16	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-06-10	2018-06-08	17	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-06-11	2018-06-08	16	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-06-09	2018-06-08	15	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-06-10	2018-06-08	17	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-06-11	2018-06-08	17	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-06-12	2018-06-12	20	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-06-13	2018-06-13	17	14	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-06-14	2018-06-14	16	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-06-12	2018-06-11	19	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-06-13	2018-06-11	17	12	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
WestLothian	2018-06-14	2018-06-11	14	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-06-12	2018-06-11	18	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-06-13	2018-06-11	17	12	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Midlothian	2018-06-14	2018-06-11	14	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-06-15	2018-06-15	16	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-06-16	2018-06-16	14	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2018-06-17	2018-06-16	17	11	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
WestLothian	2018-06-15	2018-06-14	14	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-06-16	2018-06-14	15	8	C	Thunderstorm	http://icons.wxug.com/i/c/k/tstorms.gif
WestLothian	2018-06-17	2018-06-14	17	12	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Midlothian	2018-06-15	2018-06-14	14	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-06-16	2018-06-14	14	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Midlothian	2018-06-17	2018-06-14	17	12	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
EastLothian	2018-06-15	2018-06-14	15	10	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
EastLothian	2018-06-16	2018-06-14	14	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-06-17	2018-06-14	18	13	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-06-15	2018-06-14	14	9	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Fife	2018-06-16	2018-06-14	14	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-06-17	2018-06-14	17	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-06-18	2018-06-18	18	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-06-19	2018-06-19	16	10	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
WestLothian	2018-06-18	2018-06-17	14	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-06-19	2018-06-17	15	11	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
WestLothian	2018-06-20	2018-06-17	15	7	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Midlothian	2018-06-18	2018-06-17	15	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-06-19	2018-06-17	14	11	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Midlothian	2018-06-20	2018-06-17	15	7	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2018-06-20	2018-06-20	16	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-06-21	2018-06-21	18	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-06-22	2018-06-22	20	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-06-23	2018-06-23	18	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-06-21	2018-06-20	16	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-06-22	2018-06-20	17	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-06-23	2018-06-20	17	8	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Midlothian	2018-06-21	2018-06-20	16	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-06-22	2018-06-20	17	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-06-23	2018-06-20	17	8	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
EastLothian	2018-06-21	2018-06-20	16	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-06-22	2018-06-20	17	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-06-23	2018-06-20	17	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-06-21	2018-06-20	16	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-06-22	2018-06-20	18	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-06-23	2018-06-20	18	9	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2018-06-24	2018-06-24	23	10	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-06-25	2018-06-25	25	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-06-26	2018-06-26	16	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-06-24	2018-06-23	21	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-06-25	2018-06-23	23	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-06-26	2018-06-23	23	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-06-24	2018-06-23	21	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-06-25	2018-06-23	23	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-06-26	2018-06-23	23	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-06-24	2018-06-23	21	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-06-25	2018-06-23	22	12	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-06-26	2018-06-23	19	12	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-06-24	2018-06-23	21	10	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-06-25	2018-06-23	23	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-06-26	2018-06-23	21	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-06-27	2018-06-27	22	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-06-28	2018-06-28	28	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-06-29	2018-06-29	16	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-06-27	2018-06-26	26	13	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-06-28	2018-06-26	28	12	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-06-29	2018-06-26	21	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-06-27	2018-06-26	25	13	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-06-28	2018-06-26	27	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-06-29	2018-06-26	19	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-06-27	2018-06-26	25	13	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-06-28	2018-06-26	22	12	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-06-29	2018-06-26	17	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-06-27	2018-06-26	22	12	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-06-28	2018-06-26	26	12	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-06-29	2018-06-26	18	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-06-30	2018-06-30	21	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-07-01	2018-07-01	18	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-07-02	2018-07-02	16	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-06-30	2018-06-29	22	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-07-01	2018-06-29	23	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-07-02	2018-06-29	21	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-06-30	2018-06-29	22	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-07-01	2018-06-29	23	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-07-02	2018-06-29	21	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-06-30	2018-06-29	18	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-07-01	2018-06-29	19	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-07-02	2018-06-29	18	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-06-30	2018-06-29	17	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-07-01	2018-06-29	19	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-07-02	2018-06-29	18	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-07-04	2018-07-04	21	13	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-07-03	2018-07-03	21	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-07-05	2018-07-05	23	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-07-03	2018-07-02	22	10	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-07-04	2018-07-02	24	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-07-05	2018-07-02	22	10	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-07-03	2018-07-02	21	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-07-04	2018-07-02	22	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-07-05	2018-07-02	21	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-07-03	2018-07-02	18	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-07-04	2018-07-02	20	14	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-07-05	2018-07-02	20	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-07-03	2018-07-02	18	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-07-04	2018-07-02	21	13	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-07-05	2018-07-02	21	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-07-06	2018-07-06	24	10	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-07-07	2018-07-07	23	15	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-07-08	2018-07-08	25	13	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
WestLothian	2018-07-06	2018-07-05	21	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-07-07	2018-07-05	23	13	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-07-08	2018-07-05	23	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-07-06	2018-07-05	21	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-07-07	2018-07-05	23	13	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-07-08	2018-07-05	23	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-07-06	2018-07-05	21	13	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-07-07	2018-07-05	22	15	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-07-08	2018-07-05	23	13	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-07-06	2018-07-05	21	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-07-07	2018-07-05	22	14	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-07-08	2018-07-05	23	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-07-09	2018-07-09	19	12	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2018-07-10	2018-07-10	20	13	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2018-07-11	2018-07-11	18	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
