locationid	dateforecastfor	dateforecastmade	maxtemp	mintemp	tempunit	conditions	conditionsicon
WestLothian	2018-01-23	2018-01-22	9	5	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
WestLothian	2018-01-24	2018-01-22	7	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-01-25	2018-01-22	6	-1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-01-23	2018-01-22	9	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-01-24	2018-01-22	7	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-01-25	2018-01-22	6	-1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-01-23	2018-01-22	11	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-01-24	2018-01-22	8	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-01-25	2018-01-22	6	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-01-23	2018-01-22	10	5	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-01-24	2018-01-22	7	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-01-25	2018-01-22	6	0	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-01-26	2018-01-26	5	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-01-27	2018-01-27	11	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-01-28	2018-01-28	11	4	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
WestLothian	2018-01-26	2018-01-25	5	1	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
WestLothian	2018-01-27	2018-01-25	11	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-01-28	2018-01-25	10	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-01-26	2018-01-25	5	1	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Midlothian	2018-01-27	2018-01-25	11	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-01-28	2018-01-25	10	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-01-26	2018-01-25	6	3	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
EastLothian	2018-01-27	2018-01-25	11	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-01-28	2018-01-25	11	5	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-01-26	2018-01-25	6	2	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Fife	2018-01-27	2018-01-25	11	5	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Fife	2018-01-28	2018-01-25	11	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-01-29	2018-01-29	10	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-01-30	2018-01-30	6	1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-01-31	2018-01-31	5	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-01-29	2018-01-28	6	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-01-30	2018-01-28	7	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-01-31	2018-01-28	4	1	C	Snow	http://icons.wxug.com/i/c/k/snow.gif
Midlothian	2018-01-29	2018-01-28	6	2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-01-30	2018-01-28	6	1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-01-31	2018-01-28	3	1	C	Snow Showers	http://icons.wxug.com/i/c/k/snow.gif
EastLothian	2018-01-29	2018-01-28	7	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-01-30	2018-01-28	7	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-01-31	2018-01-28	5	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-01-29	2018-01-28	7	2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-01-30	2018-01-28	7	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-01-31	2018-01-28	5	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-02-01	2018-02-01	6	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-02-02	2018-02-02	6	1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-02-03	2018-02-03	3	1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-02-01	2018-01-31	6	-1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-02-02	2018-01-31	6	1	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-02-03	2018-01-31	5	-1	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Midlothian	2018-02-01	2018-01-31	6	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-02-02	2018-01-31	5	1	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-02-03	2018-01-31	4	-1	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
EastLothian	2018-02-01	2018-01-31	6	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-02-02	2018-01-31	6	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-02-03	2018-01-31	6	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-02-01	2018-01-31	7	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-02-02	2018-01-31	6	2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-02-03	2018-01-31	6	0	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-02-04	2018-02-04	5	-1	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2018-02-06	2018-02-06	2	-4	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-02-05	2018-02-05	2	-1	C	Snow	http://icons.wxug.com/i/c/k/snow.gif
WestLothian	2018-02-04	2018-02-03	5	-2	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
WestLothian	2018-02-05	2018-02-03	3	-1	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-02-06	2018-02-03	3	-4	C	Snow Showers	http://icons.wxug.com/i/c/k/snow.gif
Midlothian	2018-02-04	2018-02-03	4	-3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-02-05	2018-02-03	3	-2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-02-06	2018-02-03	2	-4	C	Snow Showers	http://icons.wxug.com/i/c/k/snow.gif
EastLothian	2018-02-04	2018-02-03	5	-1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-02-05	2018-02-03	4	0	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-02-06	2018-02-03	4	0	C	Snow Showers	http://icons.wxug.com/i/c/k/snow.gif
Fife	2018-02-04	2018-02-03	6	0	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-02-05	2018-02-03	4	0	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-02-06	2018-02-03	4	-2	C	Snow Showers	http://icons.wxug.com/i/c/k/snow.gif
Edinburgh	2018-02-07	2018-02-07	1	1	C	Snow	http://icons.wxug.com/i/c/k/snow.gif
Edinburgh	2018-02-09	2018-02-09	5	-1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-02-08	2018-02-08	7	0	C	Snow	http://icons.wxug.com/i/c/k/snow.gif
WestLothian	2018-02-07	2018-02-06	4	2	C	Snow	http://icons.wxug.com/i/c/k/snow.gif
WestLothian	2018-02-08	2018-02-06	6	-1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-02-09	2018-02-06	4	-2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-02-07	2018-02-06	4	2	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Midlothian	2018-02-08	2018-02-06	6	-1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-02-09	2018-02-06	3	-2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-02-07	2018-02-06	4	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-02-08	2018-02-06	7	1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-02-09	2018-02-06	4	1	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-02-07	2018-02-06	5	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-02-08	2018-02-06	7	1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-02-09	2018-02-06	4	-2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-02-10	2018-02-10	8	0	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2018-02-12	2018-02-12	3	1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-02-11	2018-02-11	2	-1	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-02-10	2018-02-09	7	-1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-02-11	2018-02-09	2	-2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-02-12	2018-02-09	3	0	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-02-10	2018-02-09	7	-1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-02-11	2018-02-09	2	-2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-02-12	2018-02-09	3	0	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-02-10	2018-02-09	8	1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-02-11	2018-02-09	3	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-02-12	2018-02-09	4	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-02-10	2018-02-09	7	0	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-02-11	2018-02-09	3	-1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-02-12	2018-02-09	4	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-02-13	2018-02-13	3	-1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-02-14	2018-02-13	7	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-02-15	2018-02-13	4	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-02-13	2018-02-12	3	-2	C	Snow	http://icons.wxug.com/i/c/k/snow.gif
WestLothian	2018-02-14	2018-02-12	6	2	C	Snow	http://icons.wxug.com/i/c/k/snow.gif
WestLothian	2018-02-15	2018-02-12	4	1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-02-13	2018-02-12	3	-2	C	Snow	http://icons.wxug.com/i/c/k/snow.gif
Midlothian	2018-02-14	2018-02-12	6	2	C	Snow	http://icons.wxug.com/i/c/k/snow.gif
Midlothian	2018-02-15	2018-02-12	4	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-02-13	2018-02-12	4	0	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-02-14	2018-02-12	7	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-02-15	2018-02-12	6	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-02-13	2018-02-12	4	0	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-02-14	2018-02-12	7	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-02-15	2018-02-12	6	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-02-16	2018-02-13	7	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-04-13	2018-04-13	6	4	C	Fog	http://icons.wxug.com/i/c/k/fog.gif
Edinburgh	2018-04-14	2018-04-14	14	4	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-04-15	2018-04-15	16	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-04-13	2018-04-12	7	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-04-14	2018-04-12	14	5	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
WestLothian	2018-04-15	2018-04-12	15	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-04-13	2018-04-12	7	6	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Midlothian	2018-04-14	2018-04-12	13	5	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-04-15	2018-04-12	14	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-04-13	2018-04-12	7	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-04-14	2018-04-12	13	6	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
EastLothian	2018-04-15	2018-04-12	13	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-04-13	2018-04-12	7	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-04-14	2018-04-12	14	5	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Fife	2018-04-15	2018-04-12	14	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-04-18	2018-04-18	18	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-04-16	2018-04-16	15	9	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2018-04-17	2018-04-17	15	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-04-16	2018-04-15	12	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-04-17	2018-04-15	12	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-04-18	2018-04-15	17	9	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Midlothian	2018-04-16	2018-04-15	11	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-04-17	2018-04-15	12	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-04-18	2018-04-15	16	9	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
EastLothian	2018-04-16	2018-04-15	12	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-04-17	2018-04-15	13	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-04-18	2018-04-15	16	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-04-16	2018-04-15	12	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-04-17	2018-04-15	13	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-04-18	2018-04-15	17	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-04-19	2018-04-19	21	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-04-20	2018-04-20	21	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-04-21	2018-04-21	21	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-04-19	2018-04-18	17	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-04-20	2018-04-18	13	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-04-21	2018-04-18	16	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-04-19	2018-04-18	16	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-04-20	2018-04-18	14	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-04-21	2018-04-18	16	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-04-19	2018-04-18	17	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-04-20	2018-04-18	13	5	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-04-21	2018-04-18	13	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-04-19	2018-04-18	17	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-04-20	2018-04-18	14	5	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-04-21	2018-04-18	14	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-04-23	2018-04-23	13	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-04-22	2018-04-22	14	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-04-24	2018-04-24	12	5	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-04-22	2018-04-21	11	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-04-23	2018-04-21	11	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-04-24	2018-04-21	12	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-04-22	2018-04-21	11	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-04-23	2018-04-21	11	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-04-24	2018-04-21	11	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-04-22	2018-04-21	12	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-04-23	2018-04-21	12	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-04-24	2018-04-21	11	5	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-04-22	2018-04-21	12	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-04-23	2018-04-21	11	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-04-24	2018-04-21	12	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-04-25	2018-04-25	11	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-04-26	2018-04-26	12	2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-04-27	2018-04-27	11	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-04-25	2018-04-24	11	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-04-26	2018-04-24	10	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-04-27	2018-04-24	11	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-04-25	2018-04-24	10	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-04-26	2018-04-24	9	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-04-27	2018-04-24	9	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-04-25	2018-04-24	11	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-04-26	2018-04-24	11	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-04-27	2018-04-24	9	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-04-25	2018-04-24	11	5	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-04-26	2018-04-24	11	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-04-27	2018-04-24	10	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-04-28	2018-04-28	10	2	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2018-04-29	2018-04-29	10	3	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-04-30	2018-04-30	15	2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-04-28	2018-04-27	10	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-04-29	2018-04-27	9	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-04-30	2018-04-27	11	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-04-28	2018-04-27	9	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-04-29	2018-04-27	8	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-04-30	2018-04-27	9	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-04-28	2018-04-27	9	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-04-29	2018-04-27	8	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-04-30	2018-04-27	8	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-04-28	2018-04-27	9	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-04-29	2018-04-27	9	2	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Fife	2018-04-30	2018-04-27	10	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-05-01	2018-05-01	15	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-05-02	2018-05-02	12	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-05-03	2018-05-03	12	9	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
WestLothian	2018-05-01	2018-04-30	12	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-05-02	2018-04-30	10	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-05-03	2018-04-30	12	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-05-01	2018-04-30	11	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-05-02	2018-04-30	9	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-05-03	2018-04-30	12	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-05-01	2018-04-30	13	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-05-02	2018-04-30	9	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-05-03	2018-04-30	12	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-05-01	2018-04-30	13	5	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-05-02	2018-04-30	11	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-05-03	2018-04-30	13	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-05-04	2018-05-04	18	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-05-05	2018-05-05	21	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-05-06	2018-05-06	23	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-05-04	2018-05-03	17	9	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
WestLothian	2018-05-05	2018-05-03	17	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-05-06	2018-05-03	16	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-05-04	2018-05-03	16	9	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Midlothian	2018-05-05	2018-05-03	16	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-05-06	2018-05-03	15	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-05-04	2018-05-03	17	10	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
EastLothian	2018-05-05	2018-05-03	16	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-05-06	2018-05-03	13	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-05-04	2018-05-03	16	9	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
